Испытание; 
66,5;19
66,6;17
66,6;17
66,6;17
66,7;15
66,7;15
66,8;14
66,8;13
66,9;12
66,9;12
66,9;11
67,0;10
67,0;10
67,0;9
67,1;9
67,1;8
67,1;7
67,1;8
67,2;7
67,2;6
67,3;5
67,3;4
67,3;4
67,3;3
67,4;3
67,4;2
67,4;2
67,4;1
67,5;1
67,5;0
Испытание; 
Время;11:00:31
Оператор;программист Скориков И.А.
Серийный номер;2
Наименование;562.000.000.00
Максимальная длина;378
Минимальная длина;263
Скорость;0.11
Мин усилие сжатия;20
Макс усилие сжатия;700
Мин усилие отбоя;50
Макс усилие отбоя;700
Выталкивающая сила; -1
Макс температура;27.3
Усилие;Перемещение
67,6;187
67,6;186
67,7;185
67,7;185
67,7;184
67,7;183
67,7;183
67,8;182
67,8;180
67,9;180
67,9;179
67,9;178
67,9;177
68,0;177
68,0;176
68,0;176
68,0;175
68,0;174
68,1;174
68,1;173
68,1;171
68,2;172
68,2;171
68,2;170
68,2;170
68,2;169
68,3;169
68,3;167
68,3;166
68,3;166
68,4;165
68,4;164
68,4;162
68,4;162
68,5;161
68,5;160
68,5;160
68,5;159
68,5;159
68,6;158
68,6;158
68,6;156
68,6;156
68,6;155
68,6;155
68,6;154
68,7;153
68,7;152
68,7;151
68,7;150
68,7;149
68,8;148
68,8;148
68,8;148
68,8;145
68,8;145
68,8;143
68,9;142
68,9;141
68,9;140
68,9;139
68,9;139
68,9;138
68,9;137
69,0;136
69,0;135
69,0;134
69,0;132
69,0;131
69,0;130
69,0;130
69,0;128
69,1;128
69,1;126
69,1;124
69,1;123
69,1;122
69,1;121
69,1;120
69,1;119
69,2;118
69,2;116
69,2;115
69,2;114
69,2;113
69,2;112
69,2;111
69,2;109
69,2;107
69,2;106
69,2;105
69,3;104
69,3;102
69,3;101
69,3;98
69,3;97
69,3;96
69,3;94
69,3;93
69,3;91
69,3;89
69,3;88
69,3;86
69,3;85
69,3;84
69,3;82
69,4;81
69,4;80
69,4;78
69,4;76
69,4;75
69,4;73
69,4;72
69,4;71
69,4;68
69,4;67
69,4;65
69,4;63
69,4;60
69,4;57
69,4;56
69,4;55
69,4;52
69,4;51
69,4;50
69,4;48
69,4;47
69,4;45
69,4;45
69,4;43
69,4;42
69,4;41
69,4;41
69,4;40
69,4;39
69,4;38
69,4;36
69,4;36
69,4;35
69,4;33
69,4;31
69,4;30
69,4;30
69,4;29
69,4;29
69,4;28
69,4;27
69,4;27
69,4;25
69,4;25
69,4;24
69,4;22
69,4;21
69,4;19
69,4;17
69,4;15
69,4;14
69,4;14
69,3;10
69,3;8
69,3;6
69,3;5
69,3;3
69,3;1
69,3;0
69,3;0
69,3;-1
69,3;-3
69,3;-4
69,2;-5
69,2;-5
69,2;-6
69,2;-6
69,2;-7
69,2;-7
69,2;-7
69,2;-9
69,2;-10
69,2;-11
69,1;-13
69,1;-13
69,1;-13
69,1;-17
69,1;-17
69,1;-17
69,1;-19
69,0;-22
69,0;-24
69,0;-25
69,0;-27
69,0;-29
69,0;-31
68,9;-32
68,9;-33
68,9;-35
68,9;-36
68,9;-39
68,8;-41
68,8;-42
68,8;-44
68,8;-45
68,8;-47
68,8;-50
68,7;-51
68,7;-54
68,7;-57
68,7;-59
68,7;-61
68,6;-63
68,6;-64
68,6;-66
68,6;-68
68,6;-70
68,5;-74
68,5;-75
68,5;-77
68,5;-79
68,5;-81
68,5;-82
68,4;-85
68,4;-87
68,4;-91
68,4;-93
68,3;-95
68,3;-98
68,3;-99
68,3;-104
68,2;-108
68,2;-110
68,2;-112
68,1;-117
68,1;-119
68,1;-122
68,1;-123
68,1;-125
68,0;-128
68,0;-130
68,0;-135
68,0;-137
67,9;-140
67,9;-142
67,9;-144
67,9;-149
67,8;-153
67,8;-155
67,8;-160
67,7;-164
67,7;-173
67,7;-177
67,7;-182
67,6;-186
67,6;-193
67,6;-196
67,5;-199
67,5;-203
67,5;-205
67,5;-206
67,4;-209
67,4;-210
67,4;-215
67,3;-216
67,3;-218
67,3;-219
67,3;-220
67,2;-221
67,2;-222
67,2;-223
67,1;-224
67,1;-225
67,1;-226
67,0;-227
67,0;-228
66,9;-229
66,9;-230
66,9;-231
66,8;-232
66,8;-232
66,8;-233
66,7;-234
66,7;-234
66,7;-234
66,6;-235
66,6;-235
66,5;-237
66,5;-237
66,5;-238
66,5;-239
66,4;-239
66,4;-239
66,4;-240
66,3;-240
66,3;-240
66,2;-241
66,2;-242
66,1;-243
66,1;-243
66,0;-244
66,0;-245
65,9;-246
65,9;-246
65,8;-247
65,8;-248
65,8;-248
65,7;-248
65,7;-248
65,7;-249
65,6;-250
65,6;-250
65,5;-251
65,5;-252
65,4;-252
65,4;-252
65,3;-253
65,3;-254
65,2;-254
65,1;-255
65,1;-256
65,1;-256
65,0;-256
65,0;-257
65,0;-257
64,9;-258
64,9;-258
64,9;-259
64,8;-259
64,8;-259
64,7;-260
64,7;-260
64,7;-260
64,6;-260
64,6;-261
64,5;-262
64,4;-262
64,4;-263
64,4;-264
64,3;-264
64,3;-264
64,2;-265
64,2;-266
64,1;-266
64,1;-266
64,0;-267
64,0;-267
63,9;-267
63,9;-269
63,8;-269
63,7;-269
63,7;-269
63,6;-270
63,6;-270
63,5;-270
63,5;-271
63,4;-272
63,3;-273
63,3;-273
63,2;-273
63,2;-274
63,2;-274
63,1;-274
63,1;-275
63,0;-275
62,9;-275
62,9;-276
62,9;-276
62,8;-276
62,8;-277
62,7;-277
62,7;-277
62,6;-277
62,6;-278
62,5;-278
62,5;-279
62,5;-280
62,4;-280
62,3;-279
62,2;-281
62,2;-281
62,1;-280
62,0;-281
62,0;-282
62,0;-282
61,9;-283
61,8;-283
61,8;-284
61,7;-285
61,6;-285
61,5;-285
61,4;-286
61,3;-286
61,3;-286
61,3;-286
61,2;-287
61,2;-287
61,1;-288
61,1;-288
61,0;-288
61,0;-289
60,9;-290
60,8;-290
60,8;-290
60,7;-291
60,6;-291
60,6;-291
60,5;-291
60,4;-292
60,4;-293
60,3;-293
60,3;-293
60,2;-294
60,1;-294
60,1;-295
60,0;-294
59,9;-294
59,9;-295
59,8;-296
59,7;-295
59,7;-296
59,6;-297
59,6;-296
59,5;-296
59,4;-297
59,3;-297
59,3;-298
59,2;-299
59,1;-299
59,1;-300
59,0;-299
58,9;-300
58,8;-300
58,8;-301
58,7;-301
58,6;-302
58,6;-302
58,5;-302
58,4;-302
58,3;-303
58,2;-304
58,2;-304
58,1;-304
58,1;-304
58,0;-304
58,0;-305
57,9;-305
57,8;-306
57,8;-306
57,7;-306
57,7;-306
57,6;-306
57,5;-308
57,4;-309
57,3;-309
57,2;-309
57,2;-309
57,1;-309
57,1;-309
57,0;-309
57,0;-311
56,9;-311
56,9;-311
56,8;-312
56,7;-312
56,7;-313
56,6;-313
56,6;-313
56,5;-313
56,4;-313
56,4;-313
56,3;-314
56,3;-315
56,2;-316
56,1;-316
56,0;-317
55,9;-317
55,9;-318
55,8;-318
55,7;-318
55,7;-319
55,6;-319
55,6;-320
55,5;-320
55,5;-321
55,3;-321
55,3;-322
55,2;-322
55,2;-322
55,0;-324
55,0;-324
54,9;-325
54,9;-326
54,8;-326
54,7;-326
54,6;-327
54,6;-327
54,5;-327
54,5;-328
54,4;-329
54,3;-329
54,3;-329
54,2;-329
54,2;-330
54,1;-330
54,0;-330
54,0;-330
53,9;-331
53,8;-331
53,7;-331
53,7;-332
53,5;-333
53,5;-333
53,4;-333
53,3;-335
53,2;-335
53,2;-335
53,1;-335
53,1;-336
52,9;-336
52,9;-336
52,8;-337
52,6;-338
52,6;-338
52,5;-338
52,4;-339
52,3;-340
52,2;-339
52,1;-340
52,1;-340
52,0;-340
51,9;-340
51,9;-340
51,8;-340
51,8;-341
51,7;-341
51,6;-342
51,5;-343
51,4;-343
51,4;-343
51,3;-344
51,1;-343
51,1;-344
51,0;-345
50,9;-344
50,8;-346
50,6;-346
50,5;-346
50,4;-347
50,4;-347
50,3;-347
50,2;-347
50,2;-348
50,1;-348
50,0;-348
49,9;-349
49,9;-349
49,7;-349
49,7;-349
49,6;-348
49,5;-349
49,5;-350
49,4;-350
49,3;-350
49,3;-350
49,2;-349
49,2;-350
49,1;-350
49,0;-350
48,9;-351
48,8;-351
48,8;-351
48,7;-350
48,6;-350
48,6;-351
48,5;-352
48,4;-352
48,4;-352
48,3;-352
48,2;-352
48,1;-352
48,1;-352
48,0;-353
47,9;-352
47,8;-353
47,7;-352
47,7;-352
47,6;-352
47,5;-353
47,5;-353
47,4;-353
47,3;-353
47,2;-354
47,1;-353
47,1;-353
46,9;-354
46,9;-354
46,8;-353
46,7;-353
46,7;-353
46,6;-354
46,6;-354
46,5;-355
46,4;-355
46,3;-354
46,2;-355
46,2;-354
46,1;-354
46,0;-355
46,0;-355
45,9;-356
45,8;-355
45,6;-355
45,6;-355
45,5;-355
45,4;-356
45,3;-356
45,2;-356
45,2;-356
45,1;-356
45,0;-356
44,9;-356
44,8;-356
44,7;-356
44,6;-355
44,5;-356
44,5;-356
44,4;-356
44,3;-356
44,3;-356
44,2;-355
44,1;-356
44,1;-356
44,0;-355
43,9;-356
43,7;-356
43,7;-357
43,6;-357
43,5;-357
43,3;-356
43,3;-356
43,2;-356
43,1;-356
43,1;-356
43,0;-356
42,9;-357
42,7;-357
42,7;-356
42,6;-357
42,5;-357
42,5;-356
42,3;-357
42,3;-357
42,2;-357
42,1;-357
42,1;-357
42,0;-357
41,9;-356
41,9;-356
41,7;-356
41,6;-356
41,5;-356
41,5;-356
41,4;-355
41,3;-356
41,2;-357
41,2;-357
41,1;-356
41,0;-356
41,0;-356
40,9;-356
40,8;-356
40,8;-356
40,7;-356
40,6;-357
40,6;-356
40,5;-355
40,4;-355
40,3;-355
40,2;-355
40,1;-354
40,0;-355
40,0;-354
39,9;-354
39,8;-354
39,8;-354
39,7;-354
39,6;-353
39,6;-353
39,5;-352
39,4;-352
39,3;-352
39,3;-352
39,2;-351
39,1;-351
39,1;-351
38,9;-351
38,9;-350
38,8;-350
38,7;-350
38,5;-349
38,4;-349
38,4;-349
38,3;-348
38,2;-348
38,2;-348
38,1;-348
38,0;-348
38,0;-348
37,9;-347
37,8;-347
37,8;-348
37,7;-348
37,6;-347
37,5;-347
37,5;-347
37,4;-346
37,3;-346
37,3;-346
37,2;-346
37,1;-346
37,0;-345
36,9;-345
36,8;-345
36,7;-344
36,6;-344
36,6;-343
36,5;-343
36,4;-343
36,4;-342
36,2;-342
36,2;-342
36,1;-342
36,0;-342
35,9;-341
35,8;-341
35,7;-341
35,6;-341
35,6;-340
35,5;-340
35,4;-340
35,4;-339
35,3;-340
35,2;-340
35,2;-339
35,1;-338
35,0;-339
34,9;-338
34,9;-337
34,7;-337
34,7;-337
34,6;-336
34,6;-335
34,5;-335
34,4;-335
34,4;-335
34,3;-334
34,3;-334
34,2;-334
34,1;-333
34,1;-333
34,0;-332
33,9;-331
33,8;-331
33,8;-331
33,7;-331
33,6;-331
33,6;-330
33,5;-330
33,3;-329
33,3;-329
33,2;-329
33,1;-328
33,0;-327
33,0;-326
32,9;-326
32,8;-326
32,7;-326
32,7;-326
32,6;-325
32,6;-324
32,4;-324
32,4;-324
32,3;-323
32,2;-323
32,2;-322
32,1;-322
32,0;-321
31,9;-319
31,9;-319
31,8;-319
31,7;-318
31,6;-317
31,5;-317
31,5;-316
31,4;-316
31,3;-315
31,2;-315
31,2;-314
31,1;-314
31,1;-314
31,0;-313
30,9;-313
30,8;-312
30,7;-311
30,7;-310
30,6;-310
30,5;-310
30,5;-309
30,4;-308
30,3;-308
30,2;-307
30,2;-307
30,1;-307
30,0;-306
29,9;-305
29,9;-304
29,8;-304
29,8;-303
29,7;-303
29,6;-302
29,6;-301
29,5;-301
29,4;-300
29,3;-299
29,2;-299
29,1;-297
29,0;-297
29,0;-296
28,9;-296
28,9;-296
28,8;-296
28,7;-295
28,7;-295
28,6;-294
28,6;-294
28,5;-293
28,4;-292
28,3;-292
28,2;-290
28,2;-290
28,1;-290
28,1;-289
28,0;-289
27,9;-288
27,9;-288
27,8;-287
27,8;-287
27,7;-286
27,6;-285
27,5;-284
27,4;-283
27,4;-283
27,3;-283
27,3;-282
27,2;-281
27,2;-281
27,1;-281
27,1;-280
27,0;-278
26,9;-278
26,9;-278
26,8;-277
26,7;-276
26,7;-276
26,6;-276
26,6;-275
26,5;-274
26,4;-275
26,3;-273
26,2;-272
26,2;-271
26,1;-270
26,1;-270
26,0;-271
25,9;-269
25,9;-268
25,8;-267
25,7;-266
25,7;-267
25,6;-266
25,6;-266
25,6;-265
25,5;-264
25,5;-264
25,4;-262
25,3;-262
25,3;-262
25,2;-261
25,2;-261
25,2;-260
25,1;-259
25,0;-258
25,0;-257
24,9;-257
24,9;-256
24,799999999999997;-255
24,799999999999997;-255
24,700000000000003;-255
24,700000000000003;-255
24,6;-254
24,6;-253
24,5;-252
24,5;-251
24,4;-252
24,4;-251
24,4;-250
24,299999999999997;-249
24,200000000000003;-249
24,200000000000003;-248
24,1;-247
24,1;-247
24,1;-246
24,0;-245
23,9;-244
23,799999999999997;-243
23,799999999999997;-242
23,799999999999997;-242
23,700000000000003;-242
23,6;-240
23,6;-239
23,6;-239
23,5;-238
23,4;-238
23,299999999999997;-236
23,299999999999997;-235
23,299999999999997;-235
23,200000000000003;-235
23,200000000000003;-234
23,200000000000003;-233
23,1;-232
23,0;-232
23,0;-230
22,9;-230
22,9;-230
22,9;-229
22,799999999999997;-228
22,700000000000003;-227
22,700000000000003;-225
22,6;-225
22,6;-224
22,6;-224
22,5;-223
22,5;-223
22,5;-222
22,4;-221
22,4;-220
22,4;-220
22,299999999999997;-220
22,299999999999997;-219
22,299999999999997;-218
22,200000000000003;-218
22,200000000000003;-217
22,1;-216
22,1;-214
22,0;-215
22,0;-213
22,0;-213
21,9;-212
21,9;-211
21,799999999999997;-210
21,799999999999997;-210
21,799999999999997;-209
21,799999999999997;-209
21,700000000000003;-208
21,700000000000003;-208
21,700000000000003;-207
21,6;-206
21,6;-206
21,6;-205
21,5;-205
21,5;-204
21,5;-203
21,4;-202
21,4;-201
21,4;-201
21,299999999999997;-200
21,299999999999997;-199
21,299999999999997;-198
21,200000000000003;-197
21,200000000000003;-196
21,200000000000003;-196
21,200000000000003;-195
21,1;-195
21,1;-193
21,1;-193
21,1;-192
21,0;-191
21,0;-191
21,0;-190
20,9;-189
20,9;-189
20,9;-188
20,9;-187
20,799999999999997;-186
20,799999999999997;-185
20,799999999999997;-184
20,700000000000003;-183
20,700000000000003;-181
20,6;-181
20,6;-179
20,6;-178
20,5;-177
20,5;-177
20,5;-176
20,5;-175
20,5;-174
20,4;-173
20,4;-172
20,4;-171
20,299999999999997;-170
20,299999999999997;-168
20,299999999999997;-166
20,200000000000003;-166
20,200000000000003;-165
20,200000000000003;-164
20,200000000000003;-163
20,200000000000003;-162
20,1;-161
20,1;-160
20,1;-160
20,1;-158
20,0;-157
20,0;-156
20,0;-155
20,0;-154
20,0;-154
20,0;-153
19,9;-152
19,9;-151
19,9;-150
19,9;-148
19,9;-148
19,9;-147
19,799999999999997;-145
19,799999999999997;-145
19,799999999999997;-145
19,799999999999997;-143
19,799999999999997;-142
19,799999999999997;-141
19,799999999999997;-140
19,700000000000003;-138
19,700000000000003;-136
19,700000000000003;-135
19,700000000000003;-134
19,700000000000003;-133
19,6;-131
19,6;-130
19,6;-129
19,6;-127
19,6;-126
19,6;-124
19,6;-123
19,5;-121
19,5;-121
19,5;-119
19,5;-118
19,5;-117
19,5;-116
19,5;-115
19,5;-112
19,4;-111
19,4;-111
19,4;-111
19,4;-110
19,4;-109
19,4;-108
19,4;-107
19,4;-107
19,4;-105
19,4;-104
19,4;-103
19,299999999999997;-103
19,299999999999997;-101
19,299999999999997;-99
19,299999999999997;-98
19,299999999999997;-96
19,299999999999997;-93
19,299999999999997;-92
19,299999999999997;-91
19,299999999999997;-89
19,299999999999997;-88
19,299999999999997;-87
19,200000000000003;-85
19,200000000000003;-83
19,200000000000003;-80
19,200000000000003;-78
19,200000000000003;-75
19,200000000000003;-74
19,200000000000003;-73
19,200000000000003;-71
19,200000000000003;-68
19,200000000000003;-66
19,200000000000003;-62
19,200000000000003;-60
19,200000000000003;-58
19,200000000000003;-56
19,200000000000003;-53
19,200000000000003;-52
19,200000000000003;-50
19,200000000000003;-48
19,200000000000003;-44
19,200000000000003;-43
19,200000000000003;-42
19,200000000000003;-40
19,200000000000003;-39
19,200000000000003;-37
19,200000000000003;-37
19,200000000000003;-35
19,200000000000003;-34
19,200000000000003;-33
19,200000000000003;-31
19,200000000000003;-30
19,200000000000003;-29
19,200000000000003;-28
19,200000000000003;-27
19,200000000000003;-26
19,200000000000003;-25
19,299999999999997;-23
19,299999999999997;-22
19,299999999999997;-21
19,299999999999997;-21
19,299999999999997;-19
19,299999999999997;-19
19,299999999999997;-17
19,299999999999997;-16
19,299999999999997;-16
19,299999999999997;-14
19,299999999999997;-13
19,299999999999997;-11
19,299999999999997;-10
19,299999999999997;-9
19,299999999999997;-8
19,299999999999997;-7
19,299999999999997;-6
19,4;-5
19,4;-4
19,4;-3
19,4;-2
19,4;-1
19,4;0
19,4;1
19,4;1
19,4;2
19,4;3
19,4;4
19,5;5
19,5;5
19,5;6
19,5;6
19,5;8
19,5;8
19,5;10
19,6;10
19,6;11
19,6;11
19,6;12
19,6;13
19,6;13
19,6;12
19,6;11
19,6;14
19,6;16
19,700000000000003;21
19,700000000000003;20
19,700000000000003;22
19,700000000000003;23
19,700000000000003;25
19,700000000000003;27
19,700000000000003;28
19,799999999999997;29
19,799999999999997;31
19,799999999999997;32
19,799999999999997;32
19,799999999999997;31
19,9;37
19,9;39
19,9;40
19,9;43
19,9;44
20,0;47
20,0;50
20,0;51
20,0;53
20,0;55
20,1;57
20,1;61
20,1;64
20,1;67
20,200000000000003;69
20,200000000000003;71
20,200000000000003;74
20,200000000000003;77
20,299999999999997;79
20,299999999999997;81
20,299999999999997;83
20,299999999999997;85
20,299999999999997;88
20,4;90
20,4;92
20,4;96
20,5;102
20,5;104
20,5;105
20,5;107
20,5;111
20,6;113
20,6;115
20,6;117
20,6;120
20,700000000000003;122
20,700000000000003;124
20,700000000000003;127
20,700000000000003;129
20,799999999999997;136
20,799999999999997;138
20,799999999999997;141
20,799999999999997;145
20,9;148
20,9;150
20,9;153
20,9;156
21,0;159
21,0;164
21,0;167
21,1;169
21,1;172
21,1;175
21,200000000000003;181
21,200000000000003;183
21,200000000000003;189
21,299999999999997;191
21,299999999999997;196
21,299999999999997;198
21,4;200
21,4;204
21,5;208
21,5;210
21,5;212
21,6;213
21,6;215
21,6;217
21,700000000000003;218
21,700000000000003;220
21,700000000000003;222
21,799999999999997;224
21,799999999999997;225
21,9;228
21,9;229
21,9;230
21,9;231
22,0;232
22,0;233
22,1;235
22,1;236
22,1;237
22,200000000000003;237
22,200000000000003;238
22,200000000000003;239
22,299999999999997;241
22,299999999999997;241
22,4;242
22,4;243
22,5;244
22,5;244
22,5;245
22,6;246
22,6;246
22,6;247
22,700000000000003;247
22,700000000000003;248
22,799999999999997;249
22,799999999999997;249
22,799999999999997;249
22,9;250
22,9;251
22,9;251
23,0;252
23,1;253
23,1;253
23,1;254
23,200000000000003;254
23,200000000000003;255
23,299999999999997;256
23,299999999999997;256
23,4;257
23,4;257
23,5;257
23,5;259
23,6;259
23,6;259
23,700000000000003;260
23,700000000000003;260
23,799999999999997;261
23,799999999999997;261
23,9;262
23,9;262
24,0;263
24,0;263
24,1;264
24,1;264
24,1;264
24,200000000000003;265
24,200000000000003;265
24,299999999999997;266
24,299999999999997;265
24,299999999999997;266
24,4;267
24,5;268
24,5;268
24,6;268
24,6;269
24,700000000000003;270
24,799999999999997;270
24,799999999999997;271
24,9;271
24,9;272
25,0;272
25,0;272
25,1;273
25,1;273
25,2;274
25,2;273
25,3;274
25,3;275
25,4;275
25,4;275
25,5;276
25,5;276
25,6;276
25,6;276
25,6;277
25,7;277
25,7;277
25,8;278
25,9;279
25,9;278
26,0;279
26,0;279
26,1;279
26,1;279
26,1;280
26,2;280
26,2;280
26,3;280
26,3;281
26,4;281
26,4;282
26,5;282
26,5;282
26,6;283
26,6;283
26,7;283
26,8;284
26,8;284
26,9;284
26,9;285
27,0;285
27,0;285
27,1;286
27,1;286
27,2;286
27,2;287
27,3;287
27,4;287
27,4;287
27,5;288
27,5;288
27,6;289
27,7;289
27,8;289
27,8;290
27,9;290
27,9;290
28,0;291
28,1;292
28,2;292
28,2;293
28,3;293
28,4;293
28,5;294
28,5;294
28,6;295
28,7;295
28,7;295
28,8;296
28,8;296
28,9;296
29,0;296
29,0;297
29,1;297
29,1;297
29,2;297
29,2;297
29,3;298
29,3;298
29,4;298
29,4;299
29,5;299
29,6;299
29,7;300
29,8;300
29,8;300
29,9;301
29,9;301
30,0;301
30,0;302
30,1;301
30,2;302
30,3;302
30,3;302
30,4;303
30,4;303
30,5;304
30,7;304
30,8;305
30,8;305
30,9;305
30,9;305
31,0;305
31,1;306
31,1;306
31,2;306
31,3;307
31,3;306
31,4;306
31,5;308
31,6;308
31,6;308
31,7;308
31,7;308
31,8;308
31,9;308
32,0;308
32,0;309
32,2;309
32,2;309
32,3;310
32,3;310
32,4;310
32,5;311
32,6;311
32,6;311
32,7;311
32,7;312
32,9;311
32,9;312
33,0;312
33,0;312
33,2;312
33,2;312
33,3;313
33,4;313
33,5;313
33,5;313
33,6;313
33,6;313
33,7;314
33,8;314
33,9;315
33,9;315
34,0;315
34,1;315
34,1;314
34,2;315
34,3;315
34,3;315
34,4;315
34,4;315
34,5;315
34,6;316
34,6;316
34,7;317
34,8;317
34,9;317
34,9;317
35,0;317
35,1;318
35,2;318
35,2;318
35,3;319
35,4;318
35,4;318
35,5;318
35,6;319
35,7;319
35,7;319
35,9;320
35,9;320
36,0;320
36,1;320
36,1;320
36,2;320
36,3;321
36,4;321
36,4;321
36,6;321
36,6;321
36,7;321
36,7;321
36,8;321
36,9;322
37,0;322
37,1;322
37,2;323
37,3;323
37,3;323
37,4;323
37,4;323
37,5;323
37,6;323
37,6;323
37,7;323
37,8;324
37,9;324
38,0;324
38,1;324
38,2;324
38,3;325
38,3;325
38,4;325
38,5;325
38,5;325
38,6;325
38,7;325
38,7;326
38,8;325
38,9;325
38,9;325
39,0;325
39,1;326
39,2;326
39,3;327
39,3;326
39,4;326
39,5;326
39,5;326
39,6;326
39,6;326
39,7;327
39,8;327
39,9;327
40,0;327
40,1;327
40,2;327
40,2;328
40,4;328
40,4;328
40,5;328
40,6;327
40,6;328
40,8;328
40,9;328
41,0;328
41,0;327
41,2;328
41,2;328
41,3;327
41,4;328
41,4;328
41,5;328
41,5;328
41,7;328
41,7;328
41,8;327
41,9;328
41,9;328
42,0;327
42,1;327
42,2;328
42,3;328
42,3;328
42,5;328
42,5;328
42,6;328
42,7;327
42,7;328
42,8;328
42,9;328
42,9;328
43,0;328
43,1;328
43,1;328
43,3;328
43,3;328
43,4;328
43,5;328
43,5;328
43,6;328
43,7;328
43,8;328
43,9;328
44,1;328
44,1;328
44,2;328
44,3;328
44,3;328
44,4;327
44,5;328
44,6;327
44,6;327
44,7;327
44,8;327
44,9;327
45,0;327
45,0;327
45,1;327
45,2;327
45,2;327
45,3;327
45,4;327
45,5;327
45,6;327
45,7;326
45,8;327
45,8;327
45,9;327
46,0;327
46,0;326
46,2;326
46,2;326
46,3;326
46,4;326
46,4;326
46,5;326
46,6;326
46,7;325
46,8;325
46,9;325
47,0;325
47,1;325
47,1;325
47,3;325
47,3;325
47,5;325
47,6;325
47,7;325
47,8;324
47,9;325
48,0;325
48,1;325
48,1;325
48,2;325
48,3;325
48,3;324
48,4;324
48,4;323
48,5;324
48,6;323
48,6;323
48,7;323
48,8;323
48,8;322
48,9;322
49,0;322
49,1;322
49,2;322
49,3;321
49,4;321
49,4;320
49,5;320
49,6;320
49,7;319
49,8;319
49,9;319
49,9;318
50,1;319
50,1;318
50,2;319
50,2;318
50,3;318
50,4;318
50,5;317
50,6;317
50,7;317
50,8;316
50,8;316
50,9;316
50,9;316
51,1;315
51,2;315
51,3;314
51,3;314
51,4;313
51,5;314
51,6;313
51,6;313
51,7;312
51,8;313
51,8;312
51,9;311
51,9;311
52,1;312
52,1;311
52,2;311
52,3;310
52,3;310
52,4;310
52,5;309
52,6;309
52,7;309
52,8;309
52,8;309
52,9;309
53,0;309
53,1;308
53,2;308
53,3;308
53,4;307
53,5;307
53,6;307
53,7;306
53,7;306
53,8;305
53,9;306
53,9;305
54,0;305
54,0;305
54,1;304
54,2;304
54,3;303
54,3;303
54,4;303
54,5;302
54,6;302
54,8;301
54,8;301
54,9;301
54,9;301
55,0;300
55,0;300
55,2;299
55,2;299
55,3;298
55,3;298
55,4;298
55,5;298
55,5;297
55,6;297
55,7;297
55,8;296
55,8;296
55,9;295
56,0;295
56,0;294
56,1;294
56,2;293
56,3;293
56,3;293
56,4;293
56,5;293
56,6;291
56,7;291
56,7;291
56,8;290
56,9;290
57,0;289
57,0;289
57,1;289
57,1;288
57,0;288
57,0;288
57,1;288
57,1;287
57,2;287
57,3;287
57,3;286
57,4;286
57,4;286
57,5;285
57,6;284
57,7;283
57,8;284
57,8;283
57,9;282
58,0;282
58,0;282
58,1;281
58,2;280
58,3;279
58,3;279
58,4;279
58,5;278
58,6;277
58,6;277
58,7;276
58,8;276
58,9;276
58,9;275
59,0;275
59,0;274
59,1;274
59,1;274
59,2;273
59,2;273
59,3;273
59,3;273
59,5;272
59,5;271
59,6;271
59,6;270
59,7;270
59,7;270
59,8;269
59,8;269
59,9;269
59,9;269
60,0;268
60,1;267
60,2;266
60,2;266
60,3;266
60,3;265
60,4;265
60,4;265
60,5;264
60,5;264
60,6;263
60,7;263
60,7;262
60,8;262
60,8;262
60,9;261
60,9;260
61,0;260
61,1;259
61,1;259
61,2;259
61,2;259
61,3;258
61,4;258
61,4;257
61,5;257
61,5;256
61,6;256
61,6;255
61,7;255
61,7;255
61,8;254
61,8;254
61,8;253
61,9;253
61,9;253
62,0;252
62,0;252
62,1;252
62,1;251
62,2;251
62,2;250
62,3;250
62,3;250
62,4;249
62,4;249
62,5;248
62,5;248
62,6;247
62,6;247
62,7;247
62,8;246
62,8;246
62,9;245
63,0;243
63,0;244
63,1;243
63,1;243
63,2;242
63,2;242
63,3;241
63,4;240
63,5;240
63,5;239
63,5;239
63,6;238
63,7;238
63,8;237
63,8;237
63,8;236
63,9;236
63,9;236
64,0;235
64,0;235
64,0;234
64,1;234
64,1;234
64,2;233
64,2;232
64,3;232
64,3;232
64,3;231
64,4;231
64,5;230
64,5;230
64,5;230
64,6;228
64,6;227
64,7;227
64,7;227
64,8;226
64,8;226
64,9;226
64,9;225
65,0;224
65,1;224
65,1;224
65,1;223
65,2;222
65,2;222
65,3;221
65,3;220
65,3;220
65,4;220
65,4;219
65,4;219
65,5;219
65,5;218
65,6;218
65,6;217
65,6;217
65,7;217
65,7;216
65,7;215
65,8;215
65,8;214
65,9;214
66,0;213
66,0;212
66,0;212
66,1;212
66,1;211
66,2;211
66,2;210
66,2;210
66,3;208
66,3;208
66,3;208
66,4;207
66,4;207
66,4;206
66,5;206
66,5;205
66,5;205
66,6;205
66,6;204
66,6;203
66,6;203
66,7;202
66,7;202
66,8;201
66,8;201
66,8;201
66,8;200
66,9;199
66,9;199
66,9;198
67,0;198
67,0;198
67,0;197
67,0;197
67,1;196
67,1;195
67,1;196
67,2;194
67,2;193
67,2;193
67,3;192
67,3;191
67,4;191
Испытание; 
Время;11:07:23
Оператор;программист Скориков И.А.
Серийный номер;3
Наименование;562.000.000.00
Максимальная длина;378
Минимальная длина;263
Скорость;0.15
Мин усилие сжатия;20
Макс усилие сжатия;700
Мин усилие отбоя;50
